##### start data
#F Ni_300mesh_2-13_NISTsi_nor.gr
#D Wed May  3 11:48:27 2006
#C 
#S 1    G(r)
#D 
#L r(A)    G(r)    d_r    d_Gr
   9.180000e+01     2.881465e-02    -6.921557e+01     4.741002e-04  
   9.181000e+01     3.317036e-02    -6.922311e+01     4.742813e-04  
   9.182000e+01     3.748058e-02    -6.923065e+01     4.744554e-04  
   9.183000e+01     4.152814e-02    -6.923819e+01     4.745695e-04  
   9.184000e+01     4.511560e-02    -6.924573e+01     4.745891e-04  
   9.185000e+01     4.807670e-02    -6.925327e+01     4.745084e-04  
   9.186000e+01     5.028544e-02    -6.926081e+01     4.743521e-04  
   9.187000e+01     5.166243e-02    -6.926835e+01     4.741683e-04  
   9.188000e+01     5.217798e-02    -6.927588e+01     4.740134e-04  
   9.189000e+01     5.185201e-02    -6.928342e+01     4.739350e-04  
   9.190000e+01     5.075070e-02    -6.929096e+01     4.739574e-04  
   9.191000e+01     4.898021e-02    -6.929850e+01     4.740740e-04  
   9.192000e+01     4.667817e-02    -6.930604e+01     4.742493e-04  
   9.193000e+01     4.400327e-02    -6.931358e+01     4.744301e-04  
   9.194000e+01     4.112404e-02    -6.932112e+01     4.745613e-04  
   9.195000e+01     3.820736e-02    -6.932866e+01     4.746032e-04  
   9.196000e+01     3.540767e-02    -6.933620e+01     4.745432e-04  
   9.197000e+01     3.285756e-02    -6.934374e+01     4.743997e-04  
   9.198000e+01     3.066032e-02    -6.935128e+01     4.742167e-04  
   9.199000e+01     2.888496e-02    -6.935882e+01     4.740502e-04  
   9.200000e+01     2.756389e-02    -6.936636e+01     4.739510e-04  
   9.201000e+01     2.669343e-02    -6.937390e+01     4.739494e-04  
   9.202000e+01     2.623694e-02    -6.938144e+01     4.740459e-04  
   9.203000e+01     2.613014e-02    -6.938898e+01     4.742108e-04  
   9.204000e+01     2.628839e-02    -6.939652e+01     4.743935e-04  
   9.205000e+01     2.661500e-02    -6.940406e+01     4.745381e-04  
   9.206000e+01     2.701011e-02    -6.941160e+01     4.746004e-04  
   9.207000e+01     2.737937e-02    -6.941914e+01     4.745614e-04  
   9.208000e+01     2.764168e-02    -6.942668e+01     4.744329e-04  
   9.209000e+01     2.773550e-02    -6.943422e+01     4.742542e-04  
   9.210000e+01     2.762323e-02    -6.944176e+01     4.740799e-04  
   9.211000e+01     2.729338e-02    -6.944930e+01     4.739634e-04  
   9.212000e+01     2.676037e-02    -6.945684e+01     4.739403e-04  
   9.213000e+01     2.606216e-02    -6.946438e+01     4.740177e-04  
   9.214000e+01     2.525579e-02    -6.947192e+01     4.741719e-04  
   9.215000e+01     2.441139e-02    -6.947946e+01     4.743557e-04  
   9.216000e+01     2.360510e-02    -6.948700e+01     4.745129e-04  
   9.217000e+01     2.291163e-02    -6.949454e+01     4.745954e-04  
   9.218000e+01     2.239687e-02    -6.950208e+01     4.745781e-04  
   9.219000e+01     2.211151e-02    -6.950962e+01     4.744660e-04  
   9.220000e+01     2.208584e-02    -6.951716e+01     4.742934e-04  
   9.221000e+01     2.232647e-02    -6.952470e+01     4.741129e-04  
   9.222000e+01     2.281513e-02    -6.953224e+01     4.739795e-04  
   9.223000e+01     2.350953e-02    -6.953978e+01     4.739340e-04  
   9.224000e+01     2.434656e-02    -6.954732e+01     4.739901e-04  
   9.225000e+01     2.524714e-02    -6.955486e+01     4.741306e-04  
   9.226000e+01     2.612273e-02    -6.956240e+01     4.743123e-04  
   9.227000e+01     2.688269e-02    -6.956994e+01     4.744795e-04  
   9.228000e+01     2.744205e-02    -6.957748e+01     4.745809e-04  
   9.229000e+01     2.772894e-02    -6.958502e+01     4.745856e-04  
   9.230000e+01     2.769114e-02    -6.959256e+01     4.744918e-04  
   9.231000e+01     2.730120e-02    -6.960010e+01     4.743281e-04  
   9.232000e+01     2.655952e-02    -6.960764e+01     4.741441e-04  
   9.233000e+01     2.549536e-02    -6.961518e+01     4.739961e-04  
   9.234000e+01     2.416545e-02    -6.962272e+01     4.739289e-04  
   9.235000e+01     2.265030e-02    -6.963026e+01     4.739630e-04  
   9.236000e+01     2.104852e-02    -6.963780e+01     4.740876e-04  
   9.237000e+01     1.946953e-02    -6.964534e+01     4.742644e-04  
   9.238000e+01     1.802514e-02    -6.965288e+01     4.744390e-04  
   9.239000e+01     1.682072e-02    -6.966042e+01     4.745579e-04  
   9.240000e+01     1.594664e-02    -6.966796e+01     4.745845e-04  
   9.241000e+01     1.547057e-02    -6.967550e+01     4.745105e-04  
   9.242000e+01     1.543134e-02    -6.968304e+01     4.743583e-04  
   9.243000e+01     1.583492e-02    -6.969058e+01     4.741740e-04  
   9.244000e+01     1.665266e-02    -6.969811e+01     4.740139e-04  
   9.245000e+01     1.782225e-02    -6.970565e+01     4.739267e-04  
   9.246000e+01     1.925120e-02    -6.971319e+01     4.739390e-04  
   9.247000e+01     2.082266e-02    -6.972073e+01     4.740467e-04  
   9.248000e+01     2.240322e-02    -6.972827e+01     4.742168e-04  
   9.249000e+01     2.385217e-02    -6.973581e+01     4.743971e-04  
   9.250000e+01     2.503141e-02    -6.974335e+01     4.745324e-04  
   9.251000e+01     2.581545e-02    -6.975089e+01     4.745813e-04  
   9.252000e+01     2.610064e-02    -6.975843e+01     4.745286e-04  
   9.253000e+01     2.581297e-02    -6.976597e+01     4.743904e-04  
   9.254000e+01     2.491380e-02    -6.977351e+01     4.742086e-04  
   9.255000e+01     2.340314e-02    -6.978105e+01     4.740386e-04  
   9.256000e+01     2.132009e-02    -6.978859e+01     4.739321e-04  
   9.257000e+01     1.874047e-02    -6.979613e+01     4.739215e-04  
   9.258000e+01     1.577170e-02    -6.980367e+01     4.740097e-04  
   9.259000e+01     1.254535e-02    -6.981121e+01     4.741696e-04  
   9.260000e+01     9.207817e-03    -6.981875e+01     4.743521e-04  
   9.261000e+01     5.909831e-03    -6.982629e+01     4.745012e-04  
   9.262000e+01     2.795553e-03    -6.983383e+01     4.745714e-04  
   9.263000e+01    -7.923009e-06    -6.984137e+01     4.745412e-04  
   9.264000e+01    -2.399888e-03    -6.984891e+01     4.744200e-04  
   9.265000e+01    -4.313454e-03    -6.985645e+01     4.742449e-04  
   9.266000e+01    -5.720517e-03    -6.986399e+01     4.740696e-04  
   9.267000e+01    -6.633873e-03    -6.987153e+01     4.739478e-04  
   9.268000e+01    -7.106268e-03    -6.987907e+01     4.739172e-04  
   9.269000e+01    -7.226449e-03    -6.988661e+01     4.739872e-04  
   9.270000e+01    -7.112449e-03    -6.989415e+01     4.741368e-04  
   9.271000e+01    -6.902596e-03    -6.990169e+01     4.743204e-04  
   9.272000e+01    -6.744859e-03    -6.990923e+01     4.744820e-04  
   9.273000e+01    -6.785341e-03    -6.991677e+01     4.745726e-04  
   9.274000e+01    -7.156727e-03    -6.992431e+01     4.745647e-04  
   9.275000e+01    -7.967569e-03    -6.993185e+01     4.744610e-04  
   9.276000e+01    -9.293203e-03    -6.993939e+01     4.742932e-04  
   9.277000e+01    -1.116900e-02    -6.994693e+01     4.741128e-04  
   9.278000e+01    -1.358649e-02    -6.995447e+01     4.739751e-04  
   9.279000e+01    -1.649263e-02    -6.996201e+01     4.739224e-04  
   9.280000e+01    -1.979246e-02    -6.996955e+01     4.739710e-04  
   9.281000e+01    -2.335480e-02    -6.997709e+01     4.741062e-04  
   9.282000e+01    -2.702079e-02    -6.998463e+01     4.742867e-04  
   9.283000e+01    -3.061463e-02    -6.999217e+01     4.744576e-04  
   9.284000e+01    -3.395572e-02    -6.999971e+01     4.745670e-04  
   9.285000e+01    -3.687148e-02    -7.000725e+01     4.745818e-04  
   9.286000e+01    -3.920973e-02    -7.001479e+01     4.744978e-04  
   9.287000e+01    -4.085001e-02    -7.002233e+01     4.743410e-04  
   9.288000e+01    -4.171271e-02    -7.002987e+01     4.741598e-04  
   9.289000e+01    -4.176559e-02    -7.003741e+01     4.740098e-04  
   9.290000e+01    -4.102706e-02    -7.004495e+01     4.739375e-04  
   9.291000e+01    -3.956597e-02    -7.005249e+01     4.739654e-04  
   9.292000e+01    -3.749787e-02    -7.006003e+01     4.740852e-04  
   9.293000e+01    -3.497810e-02    -7.006757e+01     4.742605e-04  
   9.294000e+01    -3.219192e-02    -7.007511e+01     4.744381e-04  
   9.295000e+01    -2.934264e-02    -7.008265e+01     4.745638e-04  
   9.296000e+01    -2.663825e-02    -7.009019e+01     4.745994e-04  
   9.297000e+01    -2.427779e-02    -7.009773e+01     4.745340e-04  
   9.298000e+01    -2.243814e-02    -7.010527e+01     4.743876e-04  
   9.299000e+01    -2.126231e-02    -7.011281e+01     4.742050e-04  
   9.300000e+01    -2.084995e-02    -7.012034e+01     4.740418e-04  
   9.301000e+01    -2.125080e-02    -7.012788e+01     4.739480e-04  
   9.302000e+01    -2.246151e-02    -7.013542e+01     4.739522e-04  
   9.303000e+01    -2.442606e-02    -7.014296e+01     4.740531e-04  
   9.304000e+01    -2.703967e-02    -7.015050e+01     4.742199e-04  
   9.305000e+01    -3.015607e-02    -7.015804e+01     4.744016e-04  
   9.306000e+01    -3.359743e-02    -7.016558e+01     4.745428e-04  
   9.307000e+01    -3.716643e-02    -7.017312e+01     4.746004e-04  
   9.308000e+01    -4.065948e-02    -7.018066e+01     4.745570e-04  
   9.309000e+01    -4.388027e-02    -7.018820e+01     4.744260e-04  
   9.310000e+01    -4.665260e-02    -7.019574e+01     4.742474e-04  
   9.311000e+01    -4.883178e-02    -7.020328e+01     4.740758e-04  
   9.312000e+01    -5.031360e-02    -7.021082e+01     4.739639e-04  
   9.313000e+01    -5.104051e-02    -7.021836e+01     4.739457e-04  
   9.314000e+01    -5.100437e-02    -7.022590e+01     4.740269e-04  
   9.315000e+01    -5.024587e-02    -7.023344e+01     4.741825e-04  
   9.316000e+01    -4.885050e-02    -7.024098e+01     4.743647e-04  
   9.317000e+01    -4.694152e-02    -7.024852e+01     4.745178e-04  
   9.318000e+01    -4.467042e-02    -7.025606e+01     4.745947e-04  
   9.319000e+01    -4.220566e-02    -7.026360e+01     4.745719e-04  
   9.320000e+01    -3.972036e-02    -7.027114e+01     4.744560e-04  
   9.321000e+01    -3.738003e-02    -7.027868e+01     4.742823e-04  
   9.322000e+01    -3.533103e-02    -7.028622e+01     4.741034e-04  
   9.323000e+01    -3.369074e-02    -7.029376e+01     4.739740e-04  
   9.324000e+01    -3.253997e-02    -7.030130e+01     4.739334e-04  
   9.325000e+01    -3.191820e-02    -7.030884e+01     4.739938e-04  
   9.326000e+01    -3.182196e-02    -7.031638e+01     4.741367e-04  
   9.327000e+01    -3.220635e-02    -7.032392e+01     4.743181e-04  
   9.328000e+01    -3.298950e-02    -7.033146e+01     4.744825e-04  
   9.329000e+01    -3.405974e-02    -7.033900e+01     4.745797e-04  
   9.330000e+01    -3.528475e-02    -7.034654e+01     4.745800e-04  
   9.331000e+01    -3.652201e-02    -7.035408e+01     4.744833e-04  
   9.332000e+01    -3.762983e-02    -7.036162e+01     4.743189e-04  
   9.333000e+01    -3.847799e-02    -7.036916e+01     4.741372e-04  
   9.334000e+01    -3.895738e-02    -7.037670e+01     4.739934e-04  
   9.335000e+01    -3.898774e-02    -7.038424e+01     4.739314e-04  
   9.336000e+01    -3.852309e-02    -7.039178e+01     4.739700e-04  
   9.337000e+01    -3.755439e-02    -7.039932e+01     4.740972e-04  
   9.338000e+01    -3.610935e-02    -7.040686e+01     4.742737e-04  
   9.339000e+01    -3.424933e-02    -7.041440e+01     4.744453e-04  
   9.340000e+01    -3.206379e-02    -7.042194e+01     4.745592e-04  
   9.341000e+01    -2.966247e-02    -7.042948e+01     4.745805e-04  
   9.342000e+01    -2.716625e-02    -7.043702e+01     4.745023e-04  
   9.343000e+01    -2.469716e-02    -7.044456e+01     4.743483e-04  
   9.344000e+01    -2.236845e-02    -7.045210e+01     4.741653e-04  
   9.345000e+01    -2.027541e-02    -7.045964e+01     4.740089e-04  
   9.346000e+01    -1.848778e-02    -7.046718e+01     4.739270e-04  
   9.347000e+01    -1.704416e-02    -7.047472e+01     4.739444e-04  
   9.348000e+01    -1.594898e-02    -7.048226e+01     4.740557e-04  
   9.349000e+01    -1.517222e-02    -7.048980e+01     4.742268e-04  
   9.350000e+01    -1.465190e-02    -7.049734e+01     4.744054e-04  
   9.351000e+01    -1.429911e-02    -7.050488e+01     4.745368e-04  
   9.352000e+01    -1.400528e-02    -7.051242e+01     4.745810e-04  
   9.353000e+01    -1.365104e-02    -7.051996e+01     4.745245e-04  
   9.354000e+01    -1.311604e-02    -7.052750e+01     4.743845e-04  
   9.355000e+01    -1.228896e-02    -7.053504e+01     4.742036e-04  
   9.356000e+01    -1.107695e-02    -7.054257e+01     4.740372e-04  
   9.357000e+01    -9.413743e-03    -7.055011e+01     4.739359e-04  
   9.358000e+01    -7.265793e-03    -7.055765e+01     4.739307e-04  
   9.359000e+01    -4.636006e-03    -7.056519e+01     4.740228e-04  
   9.360000e+01    -1.564696e-03    -7.057273e+01     4.741841e-04  
   9.361000e+01     1.872321e-03    -7.058027e+01     4.743649e-04  
   9.362000e+01     5.568378e-03    -7.058781e+01     4.745098e-04  
   9.363000e+01     9.393050e-03    -7.059535e+01     4.745744e-04  
   9.364000e+01     1.320119e-02    -7.060289e+01     4.745391e-04  
   9.365000e+01     1.684322e-02    -7.061043e+01     4.744143e-04  
   9.366000e+01     2.017603e-02    -7.061797e+01     4.742383e-04  
   9.367000e+01     2.307354e-02    -7.062551e+01     4.740647e-04  
   9.368000e+01     2.543629e-02    -7.063305e+01     4.739467e-04  
   9.369000e+01     2.719921e-02    -7.064059e+01     4.739204e-04  
   9.370000e+01     2.833712e-02    -7.064813e+01     4.739941e-04  
   9.371000e+01     2.886740e-02    -7.065567e+01     4.741452e-04  
   9.372000e+01     2.884966e-02    -7.066321e+01     4.743277e-04  
   9.373000e+01     2.838242e-02    -7.067075e+01     4.744859e-04  
   9.374000e+01     2.759696e-02    -7.067829e+01     4.745719e-04  
   9.375000e+01     2.664870e-02    -7.068583e+01     4.745596e-04  
   9.376000e+01     2.570686e-02    -7.069337e+01     4.744529e-04  
   9.377000e+01     2.494291e-02    -7.070091e+01     4.742848e-04  
   9.378000e+01     2.451869e-02    -7.070845e+01     4.741066e-04  
   9.379000e+01     2.457511e-02    -7.071599e+01     4.739732e-04  
   9.380000e+01     2.522207e-02    -7.072353e+01     4.739254e-04  
   9.381000e+01     2.653040e-02    -7.073107e+01     4.739780e-04  
   9.382000e+01     2.852639e-02    -7.073861e+01     4.741151e-04  
   9.383000e+01     3.118925e-02    -7.074615e+01     4.742948e-04  
   9.384000e+01     3.445173e-02    -7.075369e+01     4.744622e-04  
   9.385000e+01     3.820389e-02    -7.076123e+01     4.745664e-04  
   9.386000e+01     4.229963e-02    -7.076877e+01     4.745757e-04  
   9.387000e+01     4.656582e-02    -7.077631e+01     4.744875e-04  
   9.388000e+01     5.081310e-02    -7.078385e+01     4.743288e-04  
   9.389000e+01     5.484782e-02    -7.079139e+01     4.741484e-04  
   9.390000e+01     5.848429e-02    -7.079893e+01     4.740017e-04  
   9.391000e+01     6.155646e-02    -7.080647e+01     4.739337e-04  
   9.392000e+01     6.392828e-02    -7.081401e+01     4.739655e-04  
   9.393000e+01     6.550209e-02    -7.082155e+01     4.740876e-04  
   9.394000e+01     6.622444e-02    -7.082909e+01     4.742629e-04  
   9.395000e+01     6.608901e-02    -7.083663e+01     4.744380e-04  
   9.396000e+01     6.513644e-02    -7.084417e+01     4.745597e-04  
   9.397000e+01     6.345113e-02    -7.085171e+01     4.745911e-04  
   9.398000e+01     6.115526e-02    -7.085925e+01     4.745228e-04  
   9.399000e+01     5.840044e-02    -7.086679e+01     4.743760e-04  
   9.400000e+01     5.535765e-02    -7.087433e+01     4.741957e-04  
   9.401000e+01     5.220599e-02    -7.088187e+01     4.740372e-04  
   9.402000e+01     4.912125e-02    -7.088941e+01     4.739491e-04  
   9.403000e+01     4.626490e-02    -7.089695e+01     4.739585e-04  
   9.404000e+01     4.377419e-02    -7.090449e+01     4.740627e-04  
   9.405000e+01     4.175421e-02    -7.091203e+01     4.742298e-04  
   9.406000e+01     4.027212e-02    -7.091957e+01     4.744086e-04  
   9.407000e+01     3.935412e-02    -7.092711e+01     4.745447e-04  
   9.408000e+01     3.898515e-02    -7.093465e+01     4.745963e-04  
   9.409000e+01     3.911139e-02    -7.094219e+01     4.745479e-04  
   9.410000e+01     3.964524e-02    -7.094973e+01     4.744140e-04  
   9.411000e+01     4.047237e-02    -7.095727e+01     4.742357e-04  
   9.412000e+01     4.146042e-02    -7.096480e+01     4.740674e-04  
   9.413000e+01     4.246862e-02    -7.097234e+01     4.739606e-04  
   9.414000e+01     4.335766e-02    -7.097988e+01     4.739480e-04  
   9.415000e+01     4.399920e-02    -7.098742e+01     4.740335e-04  
   9.416000e+01     4.428430e-02    -7.099496e+01     4.741909e-04  
   9.417000e+01     4.413031e-02    -7.100250e+01     4.743722e-04  
   9.418000e+01     4.348572e-02    -7.101004e+01     4.745219e-04  
   9.419000e+01     4.233270e-02    -7.101758e+01     4.745943e-04  
   9.420000e+01     4.068737e-02    -7.102512e+01     4.745674e-04  
   9.421000e+01     3.859761e-02    -7.103266e+01     4.744494e-04  
   9.422000e+01     3.613883e-02    -7.104020e+01     4.742762e-04  
   9.423000e+01     3.340802e-02    -7.104774e+01     4.741007e-04  
   9.424000e+01     3.051643e-02    -7.105528e+01     4.739764e-04  
   9.425000e+01     2.758162e-02    -7.106282e+01     4.739413e-04  
   9.426000e+01     2.471926e-02    -7.107036e+01     4.740059e-04  
   9.427000e+01     2.203544e-02    -7.107790e+01     4.741502e-04  
   9.428000e+01     1.961982e-02    -7.108544e+01     4.743298e-04  
   9.429000e+01     1.754027e-02    -7.109298e+01     4.744897e-04  
   9.430000e+01     1.583910e-02    -7.110052e+01     4.745808e-04  
   9.431000e+01     1.453134e-02    -7.110806e+01     4.745750e-04  
   9.432000e+01     1.360487e-02    -7.111560e+01     4.744740e-04  
   9.433000e+01     1.302252e-02    -7.112314e+01     4.743084e-04  
   9.434000e+01     1.272581e-02    -7.113068e+01     4.741285e-04  
   9.435000e+01     1.264007e-02    -7.113822e+01     4.739893e-04  
   9.436000e+01     1.268045e-02    -7.114576e+01     4.739331e-04  
   9.437000e+01     1.275845e-02    -7.115330e+01     4.739771e-04  
   9.438000e+01     1.278848e-02    -7.116084e+01     4.741076e-04  
   9.439000e+01     1.269386e-02    -7.116838e+01     4.742845e-04  
   9.440000e+01     1.241202e-02    -7.117592e+01     4.744537e-04  
   9.441000e+01     1.189846e-02    -7.118346e+01     4.745633e-04  
   9.442000e+01     1.112921e-02    -7.119100e+01     4.745798e-04  
   9.443000e+01     1.010177e-02    -7.119854e+01     4.744980e-04  
   9.444000e+01     8.834425e-03    -7.120608e+01     4.743429e-04  
   9.445000e+01     7.364049e-03    -7.121362e+01     4.741616e-04  
   9.446000e+01     5.742684e-03    -7.122116e+01     4.740094e-04  
   9.447000e+01     4.033107e-03    -7.122870e+01     4.739327e-04  
   9.448000e+01     2.303790e-03    -7.123624e+01     4.739548e-04  
   9.449000e+01     6.236166e-04    -7.124378e+01     4.740686e-04  
   9.450000e+01    -9.432383e-04    -7.125132e+01     4.742391e-04  
   9.451000e+01    -2.341901e-03    -7.125886e+01     4.744137e-04  
   9.452000e+01    -3.530551e-03    -7.126640e+01     4.745389e-04  
   9.453000e+01    -4.483086e-03    -7.127394e+01     4.745760e-04  
   9.454000e+01    -5.190538e-03    -7.128148e+01     4.745136e-04  
   9.455000e+01    -5.661187e-03    -7.128902e+01     4.743702e-04  
   9.456000e+01    -5.919406e-03    -7.129656e+01     4.741896e-04  
   9.457000e+01    -6.003358e-03    -7.130410e+01     4.740267e-04  
   9.458000e+01    -5.961761e-03    -7.131164e+01     4.739312e-04  
   9.459000e+01    -5.849984e-03    -7.131918e+01     4.739324e-04  
   9.460000e+01    -5.725782e-03    -7.132672e+01     4.740298e-04  
   9.461000e+01    -5.644995e-03    -7.133426e+01     4.741937e-04  
   9.462000e+01    -5.657519e-03    -7.134180e+01     4.743739e-04  
   9.463000e+01    -5.803848e-03    -7.134934e+01     4.745156e-04  
   9.464000e+01    -6.112404e-03    -7.135688e+01     4.745754e-04  
   9.465000e+01    -6.597841e-03    -7.136442e+01     4.745352e-04  
   9.466000e+01    -7.260393e-03    -7.137196e+01     4.744072e-04  
   9.467000e+01    -8.086305e-03    -7.137950e+01     4.742306e-04  
   9.468000e+01    -9.049256e-03    -7.138703e+01     4.740592e-04  
   9.469000e+01    -1.011265e-02    -7.139457e+01     4.739454e-04  
   9.470000e+01    -1.123259e-02    -7.140211e+01     4.739240e-04  
   9.471000e+01    -1.236126e-02    -7.140965e+01     4.740015e-04  
   9.472000e+01    -1.345051e-02    -7.141719e+01     4.741541e-04  
   9.473000e+01    -1.445532e-02    -7.142473e+01     4.743351e-04  
   9.474000e+01    -1.533697e-02    -7.143227e+01     4.744893e-04  
   9.475000e+01    -1.606557e-02    -7.143981e+01     4.745696e-04  
   9.476000e+01    -1.662199e-02    -7.144735e+01     4.745516e-04  
   9.477000e+01    -1.699885e-02    -7.145489e+01     4.744410e-04  
   9.478000e+01    -1.720069e-02    -7.146243e+01     4.742716e-04  
   9.479000e+01    -1.724326e-02    -7.146997e+01     4.740954e-04  
   9.480000e+01    -1.715206e-02    -7.147751e+01     4.739664e-04  
   9.481000e+01    -1.696020e-02    -7.148505e+01     4.739244e-04  
   9.482000e+01    -1.670583e-02    -7.149259e+01     4.739824e-04  
   9.483000e+01    -1.642930e-02    -7.150013e+01     4.741229e-04  
   9.484000e+01    -1.617023e-02    -7.150767e+01     4.743033e-04  
   9.485000e+01    -1.596482e-02    -7.151521e+01     4.744686e-04  
   9.486000e+01    -1.584345e-02    -7.152275e+01     4.745687e-04  
   9.487000e+01    -1.582879e-02    -7.153029e+01     4.745733e-04  
   9.488000e+01    -1.593462e-02    -7.153783e+01     4.744813e-04  
   9.489000e+01    -1.616519e-02    -7.154537e+01     4.743210e-04  
   9.490000e+01    -1.651549e-02    -7.155291e+01     4.741417e-04  
   9.491000e+01    -1.697200e-02    -7.156045e+01     4.739984e-04  
   9.492000e+01    -1.751416e-02    -7.156799e+01     4.739351e-04  
   9.493000e+01    -1.811626e-02    -7.157553e+01     4.739714e-04  
   9.494000e+01    -1.874963e-02    -7.158307e+01     4.740964e-04  
   9.495000e+01    -1.938501e-02    -7.159061e+01     4.742720e-04  
   9.496000e+01    -1.999490e-02    -7.159815e+01     4.744447e-04  
   9.497000e+01    -2.055564e-02    -7.160569e+01     4.745620e-04  
   9.498000e+01    -2.104929e-02    -7.161323e+01     4.745883e-04  
   9.499000e+01    -2.146490e-02    -7.162077e+01     4.745158e-04  
   9.500000e+01    -2.179937e-02    -7.162831e+01     4.743668e-04  
   9.501000e+01    -2.205764e-02    -7.163585e+01     4.741872e-04  
   9.502000e+01    -2.225233e-02    -7.164339e+01     4.740319e-04  
   9.503000e+01    -2.240286e-02    -7.165093e+01     4.739486e-04  
   9.504000e+01    -2.253400e-02    -7.165847e+01     4.739630e-04  
   9.505000e+01    -2.267420e-02    -7.166601e+01     4.740707e-04  
   9.506000e+01    -2.285347e-02    -7.167355e+01     4.742388e-04  
   9.507000e+01    -2.310135e-02    -7.168109e+01     4.744160e-04  
   9.508000e+01    -2.344476e-02    -7.168863e+01     4.745481e-04  
   9.509000e+01    -2.390603e-02    -7.169617e+01     4.745949e-04  
   9.510000e+01    -2.450129e-02    -7.170371e+01     4.745419e-04  
   9.511000e+01    -2.523910e-02    -7.171125e+01     4.744055e-04  
   9.512000e+01    -2.611964e-02    -7.171879e+01     4.742272e-04  
   9.513000e+01    -2.713434e-02    -7.172633e+01     4.740615e-04  
   9.514000e+01    -2.826599e-02    -7.173387e+01     4.739590e-04  
   9.515000e+01    -2.948938e-02    -7.174141e+01     4.739512e-04  
   9.516000e+01    -3.077239e-02    -7.174895e+01     4.740404e-04  
   9.517000e+01    -3.207739e-02    -7.175649e+01     4.741992e-04  
   9.518000e+01    -3.336304e-02    -7.176403e+01     4.743792e-04  
   9.519000e+01    -3.458621e-02    -7.177157e+01     4.745253e-04  
   9.520000e+01    -3.570403e-02    -7.177911e+01     4.745928e-04  
   9.521000e+01    -3.667592e-02    -7.178665e+01     4.745612e-04  
   9.522000e+01    -3.746553e-02    -7.179419e+01     4.744401e-04  
   9.523000e+01    -3.804245e-02    -7.180173e+01     4.742663e-04  
   9.524000e+01    -3.838367e-02    -7.180927e+01     4.740929e-04  
   9.525000e+01    -3.847465e-02    -7.181680e+01     4.739727e-04  
   9.526000e+01    -3.831003e-02    -7.182434e+01     4.739424e-04  
   9.527000e+01    -3.789394e-02    -7.183188e+01     4.740112e-04  
   9.528000e+01    -3.723977e-02    -7.183942e+01     4.741577e-04  
   9.529000e+01    -3.636966e-02    -7.184696e+01     4.743370e-04  
   9.530000e+01    -3.531347e-02    -7.185450e+01     4.744941e-04  
   9.531000e+01    -3.410747e-02    -7.186204e+01     4.745809e-04  
   9.532000e+01    -3.279268e-02    -7.186958e+01     4.745708e-04  
   9.533000e+01    -3.141304e-02    -7.187712e+01     4.744667e-04  
   9.534000e+01    -3.001338e-02    -7.188466e+01     4.743002e-04  
   9.535000e+01    -2.863735e-02    -7.189220e+01     4.741221e-04  
   9.536000e+01    -2.732539e-02    -7.189974e+01     4.739866e-04  
   9.537000e+01    -2.611281e-02    -7.190728e+01     4.739351e-04  
   9.538000e+01    -2.502807e-02    -7.191482e+01     4.739832e-04  
   9.539000e+01    -2.409139e-02    -7.192236e+01     4.741159e-04  
   9.540000e+01    -2.331369e-02    -7.192990e+01     4.742926e-04  
   9.541000e+01    -2.269596e-02    -7.193744e+01     4.744590e-04  
   9.542000e+01    -2.222910e-02    -7.194498e+01     4.745643e-04  
   9.543000e+01    -2.189427e-02    -7.195252e+01     4.745762e-04  
   9.544000e+01    -2.166368e-02    -7.196006e+01     4.744909e-04  
   9.545000e+01    -2.150190e-02    -7.196760e+01     4.743345e-04  
   9.546000e+01    -2.136751e-02    -7.197514e+01     4.741545e-04  
   9.547000e+01    -2.121520e-02    -7.198268e+01     4.740059e-04  
   9.548000e+01    -2.099801e-02    -7.199022e+01     4.739339e-04  
   9.549000e+01    -2.066985e-02    -7.199776e+01     4.739605e-04  
   9.550000e+01    -2.018787e-02    -7.200530e+01     4.740772e-04  
   9.551000e+01    -1.951493e-02    -7.201284e+01     4.742483e-04  
   9.552000e+01    -1.862168e-02    -7.202038e+01     4.744210e-04  
   9.553000e+01    -1.748838e-02    -7.202792e+01     4.745426e-04  
   9.554000e+01    -1.610624e-02    -7.203546e+01     4.745757e-04  
   9.555000e+01    -1.447819e-02    -7.204300e+01     4.745101e-04  
   9.556000e+01    -1.261911e-02    -7.205054e+01     4.743657e-04  
   9.557000e+01    -1.055538e-02    -7.205808e+01     4.741865e-04  
   9.558000e+01    -8.323806e-03    -7.206562e+01     4.740271e-04  
   9.559000e+01    -5.970016e-03    -7.207316e+01     4.739363e-04  
   9.560000e+01    -3.546279e-03    -7.208070e+01     4.739418e-04  
   9.561000e+01    -1.108975e-03    -7.208824e+01     4.740417e-04  
   9.562000e+01     1.284233e-03    -7.209578e+01     4.742055e-04  
   9.563000e+01     3.577327e-03    -7.210332e+01     4.743829e-04  
   9.564000e+01     5.718839e-03    -7.211086e+01     4.745196e-04  
   9.565000e+01     7.664541e-03    -7.211840e+01     4.745737e-04  
   9.566000e+01     9.379786e-03    -7.212594e+01     4.745286e-04  
   9.567000e+01     1.084136e-02    -7.213348e+01     4.743980e-04  
   9.568000e+01     1.203874e-02    -7.214102e+01     4.742215e-04  
   9.569000e+01     1.297468e-02    -7.214856e+01     4.740529e-04  
   9.570000e+01     1.366508e-02    -7.215610e+01     4.739437e-04  
