##### start data
#F Ni_300mesh_2-13_NISTsi_nor.gr
#D Wed May  3 11:48:27 2006
#C 
#S 1    G(r)
#D 
#L r(A)    G(r)    d_r    d_Gr
   9.571000e+01     1.413821e-02    -7.216364e+01     4.739272e-04  
   9.572000e+01     1.443319e-02    -7.217118e+01     4.740084e-04  
   9.573000e+01     1.459797e-02    -7.217872e+01     4.741623e-04  
   9.574000e+01     1.468684e-02    -7.218626e+01     4.743419e-04  
   9.575000e+01     1.475761e-02    -7.219380e+01     4.744924e-04  
   9.576000e+01     1.486864e-02    -7.220134e+01     4.745679e-04  
   9.577000e+01     1.507593e-02    -7.220888e+01     4.745454e-04  
   9.578000e+01     1.543026e-02    -7.221642e+01     4.744320e-04  
   9.579000e+01     1.597480e-02    -7.222396e+01     4.742624e-04  
   9.580000e+01     1.674306e-02    -7.223150e+01     4.740886e-04  
   9.581000e+01     1.775739e-02    -7.223903e+01     4.739639e-04  
   9.582000e+01     1.902811e-02    -7.224657e+01     4.739266e-04  
   9.583000e+01     2.055323e-02    -7.225411e+01     4.739882e-04  
   9.584000e+01     2.231879e-02    -7.226165e+01     4.741300e-04  
   9.585000e+01     2.429975e-02    -7.226919e+01     4.743088e-04  
   9.586000e+01     2.646138e-02    -7.227673e+01     4.744702e-04  
   9.587000e+01     2.876093e-02    -7.228427e+01     4.745650e-04  
   9.588000e+01     3.114972e-02    -7.229181e+01     4.745646e-04  
   9.589000e+01     3.357519e-02    -7.229935e+01     4.744693e-04  
   9.590000e+01     3.598310e-02    -7.230689e+01     4.743085e-04  
   9.591000e+01     3.831954e-02    -7.231443e+01     4.741316e-04  
   9.592000e+01     4.053282e-02    -7.232197e+01     4.739928e-04  
   9.593000e+01     4.257504e-02    -7.232951e+01     4.739349e-04  
   9.594000e+01     4.440347e-02    -7.233705e+01     4.739758e-04  
   9.595000e+01     4.598148e-02    -7.234459e+01     4.741031e-04  
   9.596000e+01     4.727929e-02    -7.235213e+01     4.742781e-04  
   9.597000e+01     4.827438e-02    -7.235967e+01     4.744476e-04  
   9.598000e+01     4.895170e-02    -7.236721e+01     4.745599e-04  
   9.599000e+01     4.930369e-02    -7.237475e+01     4.745811e-04  
   9.600000e+01     4.933020e-02    -7.238229e+01     4.745050e-04  
   9.601000e+01     4.903831e-02    -7.238983e+01     4.743553e-04  
   9.602000e+01     4.844216e-02    -7.239737e+01     4.741778e-04  
   9.603000e+01     4.756269e-02    -7.240491e+01     4.740273e-04  
   9.604000e+01     4.642748e-02    -7.241245e+01     4.739501e-04  
   9.605000e+01     4.507043e-02    -7.241999e+01     4.739701e-04  
   9.606000e+01     4.353148e-02    -7.242753e+01     4.740813e-04  
   9.607000e+01     4.185612e-02    -7.243507e+01     4.742500e-04  
   9.608000e+01     4.009480e-02    -7.244261e+01     4.744247e-04  
   9.609000e+01     3.830206e-02    -7.245015e+01     4.745520e-04  
   9.610000e+01     3.653538e-02    -7.245769e+01     4.745933e-04  
   9.611000e+01     3.485375e-02    -7.246523e+01     4.745360e-04  
   9.612000e+01     3.331586e-02    -7.247277e+01     4.743977e-04  
   9.613000e+01     3.197807e-02    -7.248031e+01     4.742207e-04  
   9.614000e+01     3.089204e-02    -7.248785e+01     4.740592e-04  
   9.615000e+01     3.010229e-02    -7.249539e+01     4.739626e-04  
   9.616000e+01     2.964366e-02    -7.250293e+01     4.739606e-04  
   9.617000e+01     2.953894e-02    -7.251047e+01     4.740539e-04  
   9.618000e+01     2.979671e-02    -7.251801e+01     4.742137e-04  
   9.619000e+01     3.040970e-02    -7.252555e+01     4.743913e-04  
   9.620000e+01     3.135369e-02    -7.253309e+01     4.745323e-04  
   9.621000e+01     3.258725e-02    -7.254063e+01     4.745934e-04  
   9.622000e+01     3.405227e-02    -7.254817e+01     4.745558e-04  
   9.623000e+01     3.567548e-02    -7.255571e+01     4.744309e-04  
   9.624000e+01     3.737096e-02    -7.256325e+01     4.742566e-04  
   9.625000e+01     3.904345e-02    -7.257079e+01     4.740859e-04  
   9.626000e+01     4.059257e-02    -7.257833e+01     4.739709e-04  
   9.627000e+01     4.191761e-02    -7.258587e+01     4.739466e-04  
   9.628000e+01     4.292272e-02    -7.259341e+01     4.740202e-04  
   9.629000e+01     4.352224e-02    -7.260095e+01     4.741691e-04  
   9.630000e+01     4.364581e-02    -7.260849e+01     4.743475e-04  
   9.631000e+01     4.324303e-02    -7.261603e+01     4.745008e-04  
   9.632000e+01     4.228728e-02    -7.262357e+01     4.745820e-04  
   9.633000e+01     4.077844e-02    -7.263111e+01     4.745661e-04  
   9.634000e+01     3.874434e-02    -7.263865e+01     4.744578e-04  
   9.635000e+01     3.624069e-02    -7.264619e+01     4.742899e-04  
   9.636000e+01     3.334939e-02    -7.265373e+01     4.741134e-04  
   9.637000e+01     3.017539e-02    -7.266126e+01     4.739822e-04  
   9.638000e+01     2.684199e-02    -7.266880e+01     4.739360e-04  
   9.639000e+01     2.348490e-02    -7.267634e+01     4.739888e-04  
   9.640000e+01     2.024533e-02    -7.268388e+01     4.741243e-04  
   9.641000e+01     1.726246e-02    -7.269142e+01     4.743006e-04  
   9.642000e+01     1.466565e-02    -7.269896e+01     4.744637e-04  
   9.643000e+01     1.256692e-02    -7.270650e+01     4.745637e-04  
   9.644000e+01     1.105406e-02    -7.271404e+01     4.745697e-04  
   9.645000e+01     1.018489e-02    -7.272158e+01     4.744799e-04  
   9.646000e+01     9.982890e-03    -7.272912e+01     4.743213e-04  
   9.647000e+01     1.043472e-02    -7.273666e+01     4.741424e-04  
   9.648000e+01     1.148962e-02    -7.274420e+01     4.739976e-04  
   9.649000e+01     1.306092e-02    -7.275174e+01     4.739311e-04  
   9.650000e+01     1.502960e-02    -7.275928e+01     4.739631e-04  
   9.651000e+01     1.724975e-02    -7.276682e+01     4.740836e-04  
   9.652000e+01     1.955568e-02    -7.277436e+01     4.742557e-04  
   9.653000e+01     2.177032e-02    -7.278190e+01     4.744267e-04  
   9.654000e+01     2.371446e-02    -7.278944e+01     4.745442e-04  
   9.655000e+01     2.521636e-02    -7.279698e+01     4.745724e-04  
   9.656000e+01     2.612113e-02    -7.280452e+01     4.745026e-04  
   9.657000e+01     2.629943e-02    -7.281206e+01     4.743561e-04  
   9.658000e+01     2.565494e-02    -7.281960e+01     4.741775e-04  
   9.659000e+01     2.413016e-02    -7.282714e+01     4.740214e-04  
   9.660000e+01     2.171031e-02    -7.283468e+01     4.739355e-04  
   9.661000e+01     1.842488e-02    -7.284222e+01     4.739459e-04  
   9.662000e+01     1.434688e-02    -7.284976e+01     4.740492e-04  
   9.663000e+01     9.589853e-03    -7.285730e+01     4.742139e-04  
   9.664000e+01     4.302580e-03    -7.286484e+01     4.743892e-04  
   9.665000e+01    -1.338015e-03    -7.287238e+01     4.745216e-04  
   9.666000e+01    -7.135514e-03    -7.287992e+01     4.745705e-04  
   9.667000e+01    -1.288370e-02    -7.288746e+01     4.745210e-04  
   9.668000e+01    -1.837680e-02    -7.289500e+01     4.743880e-04  
   9.669000e+01    -2.341967e-02    -7.290254e+01     4.742123e-04  
   9.670000e+01    -2.783745e-02    -7.291008e+01     4.740476e-04  
   9.671000e+01    -3.148416e-02    -7.291762e+01     4.739444e-04  
   9.672000e+01    -3.424969e-02    -7.292516e+01     4.739343e-04  
   9.673000e+01    -3.606501e-02    -7.293270e+01     4.740206e-04  
   9.674000e+01    -3.690516e-02    -7.294024e+01     4.741771e-04  
   9.675000e+01    -3.679003e-02    -7.294778e+01     4.743561e-04  
   9.676000e+01    -3.578282e-02    -7.295532e+01     4.745030e-04  
   9.677000e+01    -3.398639e-02    -7.296286e+01     4.745732e-04  
   9.678000e+01    -3.153758e-02    -7.297040e+01     4.745453e-04  
   9.679000e+01    -2.860010e-02    -7.297794e+01     4.744279e-04  
   9.680000e+01    -2.535601e-02    -7.298548e+01     4.742570e-04  
   9.681000e+01    -2.199664e-02    -7.299302e+01     4.740848e-04  
   9.682000e+01    -1.871320e-02    -7.300056e+01     4.739639e-04  
   9.683000e+01    -1.568755e-02    -7.300810e+01     4.739312e-04  
   9.684000e+01    -1.308381e-02    -7.301564e+01     4.739968e-04  
   9.685000e+01    -1.104093e-02    -7.302318e+01     4.741404e-04  
   9.686000e+01    -9.666799e-03    -7.303072e+01     4.743181e-04  
   9.687000e+01    -9.033951e-03    -7.303826e+01     4.744756e-04  
   9.688000e+01    -9.177177e-03    -7.304580e+01     4.745648e-04  
   9.689000e+01    -1.009299e-02    -7.305334e+01     4.745587e-04  
   9.690000e+01    -1.174091e-02    -7.306088e+01     4.744592e-04  
   9.691000e+01    -1.404651e-02    -7.306842e+01     4.742970e-04  
   9.692000e+01    -1.690591e-02    -7.307596e+01     4.741219e-04  
   9.693000e+01    -2.019147e-02    -7.308349e+01     4.739877e-04  
   9.694000e+01    -2.375840e-02    -7.309103e+01     4.739359e-04  
   9.695000e+01    -2.745187e-02    -7.309857e+01     4.739827e-04  
   9.696000e+01    -3.111436e-02    -7.310611e+01     4.741140e-04  
   9.697000e+01    -3.459276e-02    -7.311365e+01     4.742901e-04  
   9.698000e+01    -3.774504e-02    -7.312119e+01     4.744573e-04  
   9.699000e+01    -4.044616e-02    -7.312873e+01     4.745650e-04  
   9.700000e+01    -4.259303e-02    -7.313627e+01     4.745803e-04  
   9.701000e+01    -4.410823e-02    -7.314381e+01     4.744989e-04  
   9.702000e+01    -4.494263e-02    -7.315135e+01     4.743457e-04  
   9.703000e+01    -4.507661e-02    -7.315889e+01     4.741675e-04  
   9.704000e+01    -4.452009e-02    -7.316643e+01     4.740189e-04  
   9.705000e+01    -4.331130e-02    -7.317397e+01     4.739454e-04  
   9.706000e+01    -4.151453e-02    -7.318151e+01     4.739694e-04  
   9.707000e+01    -3.921685e-02    -7.318905e+01     4.740836e-04  
   9.708000e+01    -3.652415e-02    -7.319659e+01     4.742530e-04  
   9.709000e+01    -3.355649e-02    -7.320413e+01     4.744259e-04  
   9.710000e+01    -3.044310e-02    -7.321167e+01     4.745495e-04  
   9.711000e+01    -2.731721e-02    -7.321921e+01     4.745862e-04  
   9.712000e+01    -2.431075e-02    -7.322675e+01     4.745250e-04  
   9.713000e+01    -2.154929e-02    -7.323429e+01     4.743847e-04  
   9.714000e+01    -1.914725e-02    -7.324183e+01     4.742085e-04  
   9.715000e+01    -1.720360e-02    -7.324937e+01     4.740505e-04  
   9.716000e+01    -1.579810e-02    -7.325691e+01     4.739593e-04  
   9.717000e+01    -1.498825e-02    -7.326445e+01     4.739631e-04  
   9.718000e+01    -1.480708e-02    -7.327199e+01     4.740610e-04  
   9.719000e+01    -1.526173e-02    -7.327953e+01     4.742233e-04  
   9.720000e+01    -1.633293e-02    -7.328707e+01     4.744005e-04  
   9.721000e+01    -1.797548e-02    -7.329461e+01     4.745385e-04  
   9.722000e+01    -2.011966e-02    -7.330215e+01     4.745953e-04  
   9.723000e+01    -2.267349e-02    -7.330969e+01     4.745535e-04  
   9.724000e+01    -2.552591e-02    -7.331723e+01     4.744257e-04  
   9.725000e+01    -2.855081e-02    -7.332477e+01     4.742507e-04  
   9.726000e+01    -3.161161e-02    -7.333231e+01     4.740817e-04  
   9.727000e+01    -3.456651e-02    -7.333985e+01     4.739702e-04  
   9.728000e+01    -3.727405e-02    -7.334739e+01     4.739498e-04  
   9.729000e+01    -3.959886e-02    -7.335493e+01     4.740265e-04  
   9.730000e+01    -4.141739e-02    -7.336247e+01     4.741764e-04  
   9.731000e+01    -4.262341e-02    -7.337001e+01     4.743534e-04  
   9.732000e+01    -4.313292e-02    -7.337755e+01     4.745030e-04  
   9.733000e+01    -4.288848e-02    -7.338509e+01     4.745794e-04  
   9.734000e+01    -4.186247e-02    -7.339263e+01     4.745591e-04  
   9.735000e+01    -4.005929e-02    -7.340017e+01     4.744481e-04  
   9.736000e+01    -3.751629e-02    -7.340771e+01     4.742803e-04  
   9.737000e+01    -3.430329e-02    -7.341525e+01     4.741068e-04  
   9.738000e+01    -3.052068e-02    -7.342279e+01     4.739807e-04  
   9.739000e+01    -2.629612e-02    -7.343033e+01     4.739406e-04  
   9.740000e+01    -2.177990e-02    -7.343787e+01     4.739986e-04  
   9.741000e+01    -1.713911e-02    -7.344541e+01     4.741370e-04  
   9.742000e+01    -1.255084e-02    -7.345295e+01     4.743133e-04  
   9.743000e+01    -8.194697e-03    -7.346049e+01     4.744736e-04  
   9.744000e+01    -4.244891e-03    -7.346803e+01     4.745686e-04  
   9.745000e+01    -8.623039e-04    -7.347557e+01     4.745692e-04  
   9.746000e+01     1.813130e-03    -7.348311e+01     4.744750e-04  
   9.747000e+01     3.669364e-03    -7.349065e+01     4.743145e-04  
   9.748000e+01     4.628140e-03    -7.349819e+01     4.741365e-04  
   9.749000e+01     4.649553e-03    -7.350572e+01     4.739949e-04  
   9.750000e+01     3.735008e-03    -7.351326e+01     4.739329e-04  
   9.751000e+01     1.928385e-03    -7.352080e+01     4.739691e-04  
   9.752000e+01    -6.847099e-04    -7.352834e+01     4.740921e-04  
   9.753000e+01    -3.979617e-03    -7.353588e+01     4.742639e-04  
   9.754000e+01    -7.797174e-03    -7.354342e+01     4.744319e-04  
   9.755000e+01    -1.194998e-02    -7.355096e+01     4.745443e-04  
   9.756000e+01    -1.623010e-02    -7.355850e+01     4.745668e-04  
   9.757000e+01    -2.041799e-02    -7.356604e+01     4.744924e-04  
   9.758000e+01    -2.429209e-02    -7.357358e+01     4.743436e-04  
   9.759000e+01    -2.763883e-02    -7.358112e+01     4.741659e-04  
   9.760000e+01    -3.026252e-02    -7.358866e+01     4.740135e-04  
   9.761000e+01    -3.199458e-02    -7.359620e+01     4.739332e-04  
   9.762000e+01    -3.270183e-02    -7.360374e+01     4.739495e-04  
   9.763000e+01    -3.229333e-02    -7.361128e+01     4.740575e-04  
   9.764000e+01    -3.072539e-02    -7.361882e+01     4.742241e-04  
   9.765000e+01    -2.800454e-02    -7.362636e+01     4.743985e-04  
   9.766000e+01    -2.418834e-02    -7.363390e+01     4.745273e-04  
   9.767000e+01    -1.938371e-02    -7.364144e+01     4.745713e-04  
   9.768000e+01    -1.374311e-02    -7.364898e+01     4.745170e-04  
   9.769000e+01    -7.458427e-03    -7.365652e+01     4.743809e-04  
   9.770000e+01    -7.530322e-04    -7.366406e+01     4.742046e-04  
   9.771000e+01     6.127860e-03    -7.367160e+01     4.740420e-04  
   9.772000e+01     1.292797e-02    -7.367914e+01     4.739427e-04  
   9.773000e+01     1.939151e-02    -7.368668e+01     4.739372e-04  
   9.774000e+01     2.527484e-02    -7.369422e+01     4.740272e-04  
   9.775000e+01     3.035795e-02    -7.370176e+01     4.741852e-04  
   9.776000e+01     3.445490e-02    -7.370930e+01     4.743630e-04  
   9.777000e+01     3.742304e-02    -7.371684e+01     4.745062e-04  
   9.778000e+01     3.917026e-02    -7.372438e+01     4.745714e-04  
   9.779000e+01     3.966016e-02    -7.373192e+01     4.745386e-04  
   9.780000e+01     3.891462e-02    -7.373946e+01     4.744180e-04  
   9.781000e+01     3.701377e-02    -7.374700e+01     4.742466e-04  
   9.782000e+01     3.409320e-02    -7.375454e+01     4.740767e-04  
   9.783000e+01     3.033856e-02    -7.376208e+01     4.739605e-04  
   9.784000e+01     2.597758e-02    -7.376962e+01     4.739336e-04  
   9.785000e+01     2.127013e-02    -7.377716e+01     4.740044e-04  
   9.786000e+01     1.649636e-02    -7.378470e+01     4.741512e-04  
   9.787000e+01     1.194376e-02    -7.379224e+01     4.743294e-04  
   9.788000e+01     7.893578e-03    -7.379978e+01     4.744846e-04  
   9.789000e+01     4.607173e-03    -7.380732e+01     4.745695e-04  
   9.790000e+01     2.313093e-03    -7.381486e+01     4.745584e-04  
   9.791000e+01     1.195394e-03    -7.382240e+01     4.744549e-04  
   9.792000e+01     1.383841e-03    -7.382994e+01     4.742906e-04  
   9.793000e+01     2.946480e-03    -7.383748e+01     4.741159e-04  
   9.794000e+01     5.885016e-03    -7.384502e+01     4.739845e-04  
   9.795000e+01     1.013326e-02    -7.385256e+01     4.739365e-04  
   9.796000e+01     1.555883e-02    -7.386010e+01     4.739870e-04  
   9.797000e+01     2.196805e-02    -7.386764e+01     4.741207e-04  
   9.798000e+01     2.911396e-02    -7.387518e+01     4.742968e-04  
   9.799000e+01     3.670701e-02    -7.388272e+01     4.744617e-04  
   9.800000e+01     4.442814e-02    -7.389026e+01     4.745654e-04  
   9.801000e+01     5.194354e-02    -7.389780e+01     4.745764e-04  
   9.802000e+01     5.892036e-02    -7.390534e+01     4.744916e-04  
   9.803000e+01     6.504285e-02    -7.391288e+01     4.743372e-04  
   9.804000e+01     7.002791e-02    -7.392042e+01     4.741605e-04  
   9.805000e+01     7.363935e-02    -7.392796e+01     4.740157e-04  
   9.806000e+01     7.570020e-02    -7.393549e+01     4.739473e-04  
   9.807000e+01     7.610231e-02    -7.394303e+01     4.739763e-04  
   9.808000e+01     7.481281e-02    -7.395057e+01     4.740940e-04  
   9.809000e+01     7.187691e-02    -7.395811e+01     4.742644e-04  
   9.810000e+01     6.741698e-02    -7.396565e+01     4.744356e-04  
   9.811000e+01     6.162780e-02    -7.397319e+01     4.745551e-04  
   9.812000e+01     5.476814e-02    -7.398073e+01     4.745868e-04  
   9.813000e+01     4.714910e-02    -7.398827e+01     4.745208e-04  
   9.814000e+01     3.911955e-02    -7.399581e+01     4.743775e-04  
   9.815000e+01     3.104968e-02    -7.400335e+01     4.742007e-04  
   9.816000e+01     2.331312e-02    -7.401089e+01     4.740443e-04  
   9.817000e+01     1.626869e-02    -7.401843e+01     4.739564e-04  
   9.818000e+01     1.024270e-02    -7.402597e+01     4.739639e-04  
   9.819000e+01     5.512595e-03    -7.403351e+01     4.740644e-04  
   9.820000e+01     2.292942e-03    -7.404105e+01     4.742273e-04  
   9.821000e+01     7.243388e-04    -7.404859e+01     4.744027e-04  
   9.822000e+01     8.659639e-04    -7.405613e+01     4.745370e-04  
   9.823000e+01     2.692121e-03    -7.406367e+01     4.745891e-04  
   9.824000e+01     6.093019e-03    -7.407121e+01     4.745432e-04  
   9.825000e+01     1.087978e-02    -7.407875e+01     4.744131e-04  
   9.826000e+01     1.679345e-02    -7.408629e+01     4.742384e-04  
   9.827000e+01     2.351758e-02    -7.409383e+01     4.740725e-04  
   9.828000e+01     3.069382e-02    -7.410137e+01     4.739659e-04  
   9.829000e+01     3.793961e-02    -7.410891e+01     4.739511e-04  
   9.830000e+01     4.486721e-02    -7.411645e+01     4.740325e-04  
   9.831000e+01     5.110306e-02    -7.412399e+01     4.741851e-04  
   9.832000e+01     5.630644e-02    -7.413153e+01     4.743620e-04  
